Age,MaritalStatus,NumberOfDependents,EducationLevel,EmploymentStatus,Experience,AnnualIncome,SavingsAccountBalance,MonthlyDebtPayments,CreditScore,DebtToIncomeRatio,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,LengthOfCreditHistory,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LoanAmount,LoanPurpose,LoanDuration,RiskScore,LoanApproved
45,Divorced,1.0,Master's,Employed,19.0,328928.0,462450.0,2231,550.0,0.081,30.8,6,5,21.5,0,0,55.7,792214,Personal,12,24.7,0
52,Married,1.0,Master's,Employed,21.0,676576.0,590268.0,7378,460.0,0.131,91.2,9,0,27.2,0,0,63.2,1774135,Auto,60,36.6,1
45,Single,2.0,Master's,Self-Employed,16.0,269368.0,178794.0,2489,566.0,0.111,30.4,7,2,13.8,0,0,63.9,355752,Personal,240,16.5,1
42,Married,1.0,Master's,Self-Employed,16.0,624541.0,442926.0,1570,635.0,0.03,59.8,11,1,16.7,0,0,53.7,675246,Education,60,23.0,1
60,Married,2.0,Master's,Employed,25.0,456557.0,175467.0,1017,612.0,0.027,58.2,12,0,32.2,0,0,67.9,355792,Education,240,26.1,1
40,Divorced,2.0,High School,Employed,16.0,229159.0,8359.0,3439,504.0,0.18,36.3,6,1,16.0,0,0,65.4,555041,Auto,48,17.5,1
56,Married,2.0,Bachelor's,Employed,24.0,675248.0,156888.0,9193,553.0,0.163,25.5,11,0,25.7,0,0,71.7,1524532,Education,240,23.2,1
57,Married,1.0,High School,Employed,31.0,214296.0,37664.0,1639,661.0,0.092,43.4,10,2,26.9,0,0,74.6,617352,Personal,36,21.6,1
47,Married,2.0,Bachelor's,Employed,23.0,290415.0,226647.0,1181,441.0,0.049,35.0,6,1,23.1,0,1,44.3,449936,Home,60,38.3,1
53,Married,3.0,Bachelor's,Employed,20.0,450738.0,250390.0,6776,594.0,0.18,26.1,8,2,24.6,1,1,37.1,1245672,Business,120,43.5,1
47,Married,3.0,Bachelor's,Employed,21.0,632479.0,480825.0,5072,444.0,0.096,60.1,7,1,12.7,0,0,58.4,1237223,Education,36,36.5,1
42,Married,2.0,Bachelor's,Employed,15.0,490493.0,122620.0,4650,556.0,0.114,,9,4,18.0,0,0,59.8,1154788,Business,36,16.4,1
56,Married,1.0,Master's,Unemployed,26.0,240639.0,263651.0,1549,611.0,0.077,49.8,11,2,24.6,0,0,51.7,346851,Home,60,27.0,1
43,Married,3.0,High School,Employed,23.0,284188.0,338306.0,4809,653.0,0.203,43.2,5,2,18.8,0,0,66.5,611791,Home,36,14.6,1
45,Married,2.0,Master's,Self-Employed,12.0,588066.0,198209.0,7944,593.0,0.162,48.2,8,1,18.1,0,0,74.4,691092,Business,120,24.6,1
45,Married,3.0,High School,Employed,12.0,743091.0,119597.0,7381,477.0,0.119,32.4,7,4,8.2,0,0,58.1,1220014,Personal,60,23.7,1
55,Married,0.0,High School,Self-Employed,27.0,222289.0,53854.0,4276,475.0,0.231,25.6,8,4,20.8,0,0,65.6,325079,Education,36,20.8,1
46,Divorced,1.0,Master's,Employed,15.0,182147.0,80457.0,4402,567.0,0.29,42.0,6,4,22.2,0,0,67.8,126089,Education,48,25.7,1
40,Divorced,2.0,Master's,Employed,14.0,1360680.0,474498.0,8403,502.0,0.074,57.7,5,3,12.7,1,0,26.2,2342428,Auto,60,47.3,1
58,Married,1.0,Bachelor's,Employed,28.0,277072.0,396639.0,5920,666.0,0.256,69.3,10,0,12.2,0,0,92.2,232481,Auto,180,32.7,1
40,Married,1.0,Master's,Self-Employed,15.0,244113.0,53368.0,1456,473.0,0.072,15.1,7,1,8.1,0,1,47.2,182454,Personal,60,36.9,1
56,Divorced,1.0,Master's,Self-Employed,27.0,839841.0,1014979.0,23206,481.0,0.332,47.0,8,2,14.3,0,0,69.1,2304751,Business,60,28.1,1
59,Divorced,2.0,Master's,Unemployed,22.0,193911.0,171975.0,2544,633.0,0.157,55.9,10,0,14.0,0,0,59.1,435528,Debt Consolidation,180,26.2,1
54,Married,1.0,High School,Employed,28.0,807701.0,480936.0,5189,650.0,0.077,24.9,12,0,26.7,0,0,76.1,632498,Auto,60,19.4,1
45,Single,3.0,Bachelor's,Employed,22.0,508905.0,510817.0,8173,515.0,0.193,81.4,10,3,20.9,1,1,29.8,1315165,Auto,24,51.2,0
40,Married,1.0,PhD,Self-Employed,17.0,838288.0,194295.0,14678,560.0,0.21,11.6,7,0,10.1,0,0,68.6,873151,Business,48,19.0,1
53,Married,1.0,Bachelor's,Self-Employed,21.0,362541.0,126741.0,6809,555.0,0.225,78.2,9,3,26.0,0,0,48.0,181712,Education,60,32.7,1
47,Married,2.0,High School,Employed,23.0,187388.0,113951.0,4331,557.0,0.277,27.3,6,5,19.2,0,0,60.2,93984,Personal,48,23.0,1
60,Married,0.0,Bachelor's,Employed,23.0,582456.0,171143.0,7538,619.0,0.155,27.4,11,3,29.1,0,0,53.3,1371401,Business,24,25.9,1
41,Married,2.0,Bachelor's,Self-Employed,17.0,545521.0,131439.0,7522,565.0,0.165,73.8,4,2,13.4,0,0,74.1,1278234,Home,48,34.3,1
42,Divorced,2.0,Master's,Self-Employed,22.0,654200.0,216269.0,13394,560.0,0.246,25.9,7,2,9.6,0,0,74.1,924147,Education,36,22.4,1
51,Single,0.0,High School,Unemployed,23.0,100000.0,54208.0,943,544.0,0.113,35.1,7,3,11.4,0,0,54.6,149421,Home,120,23.5,0
42,Married,2.0,Bachelor's,Self-Employed,19.0,621429.0,164398.0,8418,542.0,0.163,27.3,7,0,8.4,0,0,53.9,1835023,Business,12,26.6,1
40,Married,0.0,PhD,Employed,19.0,,305410.0,1833,496.0,0.062,77.3,6,5,7.1,0,0,66.0,627047,Education,240,19.0,1
40,Divorced,0.0,Bachelor's,Unemployed,17.0,143458.0,103722.0,1043,461.0,0.087,37.3,7,3,14.5,0,0,62.2,206632,Home,36,30.6,1
40,Married,3.0,Bachelor's,Employed,12.0,413607.0,133914.0,5386,485.0,0.156,53.3,9,3,7.5,0,0,47.5,531684,Home,60,38.8,1
49,Married,4.0,Master's,Self-Employed,21.0,170148.0,245243.0,1782,508.0,0.126,23.3,8,2,17.7,0,0,53.9,96431,Personal,48,17.2,1
60,Married,2.0,PhD,Employed,33.0,982374.0,447340.0,3248,552.0,0.04,55.2,10,3,26.4,0,0,54.1,2895163,Debt Consolidation,60,27.6,1
40,Married,2.0,High School,Employed,12.0,443263.0,333192.0,9043,659.0,0.245,69.5,6,1,17.1,0,0,74.5,598966,Education,36,31.0,1
46,Married,1.0,PhD,Unemployed,20.0,206319.0,69078.0,2349,505.0,0.137,27.7,8,0,8.6,0,1,60.1,221893,Home,36,37.4,1
55,Married,0.0,PhD,Employed,29.0,469202.0,269362.0,2907,585.0,0.074,50.8,9,2,16.4,0,0,56.9,1217463,Auto,120,30.8,1
55,Married,1.0,Bachelor's,Unemployed,33.0,100000.0,47244.0,2000,552.0,0.24,48.2,12,2,21.9,0,0,52.2,197164,Business,36,27.9,1
50,Married,3.0,Master's,Employed,23.0,694364.0,127852.0,9362,581.0,0.162,47.1,9,2,15.1,0,0,65.0,1059127,Home,240,16.5,1
49,Married,3.0,High School,Employed,15.0,146005.0,39496.0,243,490.0,0.02,26.2,9,6,15.5,1,0,40.7,343008,Auto,36,33.4,1
51,Single,0.0,High School,Employed,28.0,269587.0,221432.0,2974,745.0,0.132,49.7,10,1,21.4,0,0,76.3,177384,Home,60,16.8,1
53,Divorced,2.0,Bachelor's,Employed,30.0,364982.0,52064.0,6040,569.0,0.199,49.9,9,1,19.8,0,0,51.5,947542,Home,48,21.5,1
40,Divorced,3.0,Master's,Employed,17.0,335121.0,139905.0,6842,515.0,0.245,68.0,5,2,8.0,0,0,56.2,955043,Auto,24,39.9,1
43,Married,2.0,Bachelor's,Employed,18.0,415197.0,167924.0,2915,608.0,0.084,35.6,9,5,15.7,0,0,70.5,302171,Home,180,14.4,1
46,Married,2.0,High School,Employed,,124893.0,64482.0,406,493.0,0.039,53.7,8,2,14.8,0,0,64.7,199439,Education,36,28.4,1
40,Married,3.0,High School,Employed,17.0,100000.0,56674.0,1185,464.0,0.142,73.7,7,3,17.1,0,0,45.1,245330,Auto,60,33.3,1
48,Married,4.0,PhD,Employed,24.0,476070.0,301858.0,1293,512.0,0.033,60.8,9,0,10.2,0,0,61.3,1002739,Business,120,27.3,0
40,Married,2.0,Bachelor's,Self-Employed,14.0,298980.0,140626.0,2991,579.0,0.12,18.2,8,0,16.0,0,0,62.7,832854,Education,120,17.8,1
42,Single,2.0,Master's,Unemployed,21.0,179154.0,62560.0,2575,408.0,0.172,,7,5,7.8,0,0,47.0,308462,Debt Consolidation,24,37.1,1
44,Single,,Bachelor's,Employed,16.0,307494.0,114320.0,3971,503.0,0.155,25.8,9,0,16.4,1,1,38.6,186344,Education,48,50.4,0
48,Married,2.0,PhD,Self-Employed,18.0,789386.0,175033.0,10771,488.0,0.164,53.3,11,1,12.3,0,1,43.3,1385501,Personal,60,37.9,1
40,Married,2.0,Bachelor's,Unemployed,19.0,133245.0,25278.0,1877,596.0,0.169,39.4,11,2,9.3,0,0,75.9,118421,Home,48,24.3,0
52,Married,3.0,Bachelor's,Employed,28.0,457220.0,289055.0,1972,625.0,0.052,13.2,9,2,23.5,0,0,67.1,1143805,Business,48,16.6,1
45,Single,2.0,High School,Employed,27.0,736082.0,231585.0,12669,663.0,0.207,68.8,10,3,19.9,0,0,70.8,1357584,Home,60,21.5,1
58,Married,0.0,High School,Employed,32.0,370858.0,424497.0,3770,566.0,0.122,17.6,11,1,14.2,0,0,64.2,395806,Auto,240,20.7,1
45,Married,3.0,Master's,Unemployed,21.0,119731.0,67351.0,1999,508.0,0.2,63.1,6,2,19.1,0,0,52.2,218155,Debt Consolidation,120,27.4,1
50,Married,0.0,Bachelor's,Employed,17.0,194243.0,44306.0,2260,525.0,0.14,38.7,8,4,16.5,0,0,64.7,98996,Home,120,40.8,1
52,Married,0.0,Master's,Self-Employed,23.0,501903.0,127559.0,3528,588.0,0.084,38.9,9,0,27.0,0,0,66.0,372344,Debt Consolidation,60,18.4,1
41,Divorced,2.0,PhD,Employed,18.0,429824.0,179620.0,9841,662.0,0.275,61.6,5,5,9.7,0,0,74.0,468938,Debt Consolidation,180,26.3,1
60,Married,1.0,Bachelor's,Unemployed,38.0,126949.0,87159.0,2257,694.0,0.213,12.4,13,2,17.5,0,0,74.3,281759,Business,36,12.4,1
42,Married,4.0,Bachelor's,Unemployed,13.0,100000.0,27936.0,1697,497.0,0.204,64.8,5,1,16.1,0,1,63.7,88946,Education,36,39.0,1
50,Married,,High School,Employed,23.0,240272.0,150524.0,4333,466.0,0.216,84.5,8,3,13.2,0,0,53.7,307001,Education,60,39.1,1
40,Married,1.0,High School,Employed,11.0,175125.0,3923.0,2576,539.0,0.177,64.4,5,2,8.0,0,0,62.8,326755,Home,36,27.2,1
48,Married,0.0,High School,Employed,14.0,528058.0,152681.0,5460,449.0,0.124,52.2,7,0,14.8,0,0,46.7,906995,Auto,36,26.2,1
42,Married,2.0,Master's,Employed,15.0,303611.0,162477.0,3370,402.0,0.133,38.1,10,0,12.0,0,0,41.2,346697,Business,120,24.9,1
55,Married,,Bachelor's,Employed,33.0,230087.0,133880.0,858,603.0,0.045,22.6,9,0,18.2,0,0,61.8,363682,Home,48,17.6,1
53,Married,1.0,PhD,Self-Employed,27.0,909146.0,824355.0,11669,491.0,0.154,45.1,10,3,17.8,0,0,57.6,735017,Home,60,30.5,1
54,Married,3.0,High School,Self-Employed,22.0,218076.0,106087.0,3559,505.0,0.196,41.8,9,2,26.3,0,1,56.3,588842,Business,12,39.1,1
46,Married,2.0,Master's,Employed,17.0,424024.0,42221.0,8512,562.0,0.241,47.7,9,1,20.4,0,0,81.8,1124772,Business,60,29.8,1
40,Married,2.0,High School,Employed,13.0,186383.0,132513.0,1352,485.0,,39.1,7,0,7.4,0,0,59.9,398756,Debt Consolidation,36,21.3,1
47,Married,2.0,Master's,Employed,20.0,374638.0,478271.0,2536,485.0,0.081,69.7,9,2,12.6,0,0,59.6,823059,Education,120,32.5,1
43,Single,2.0,Master's,Employed,15.0,283370.0,67604.0,472,432.0,0.02,56.5,9,0,8.8,1,1,31.5,670972,Home,60,50.7,0
50,Married,3.0,High School,Employed,16.0,525548.0,126187.0,3958,482.0,0.09,52.4,10,2,14.5,1,1,33.2,484645,Home,60,54.1,0
55,Married,3.0,Bachelor's,Unemployed,22.0,100000.0,56912.0,718,467.0,0.086,17.7,10,2,22.1,0,0,54.8,213141,Debt Consolidation,60,21.9,1
56,Married,3.0,High School,Unemployed,26.0,100000.0,17671.0,1885,498.0,0.226,15.5,8,0,27.6,0,0,66.5,279720,Home,180,22.0,1
49,Married,2.0,Bachelor's,Employed,16.0,371457.0,73546.0,1377,607.0,0.044,18.5,9,4,11.7,0,0,73.5,198011,Home,60,17.2,1
60,Married,3.0,Bachelor's,Unemployed,21.0,117049.0,59797.0,195,512.0,0.02,48.7,10,2,28.5,0,0,53.5,93959,Business,180,24.7,1
53,Married,0.0,Bachelor's,Employed,23.0,272416.0,90991.0,1329,441.0,0.059,39.8,10,2,28.0,0,0,48.4,358240,Business,24,17.5,1
44,Married,2.0,Bachelor's,Employed,17.0,371743.0,168867.0,8155,484.0,0.263,33.9,5,2,12.9,0,0,61.2,364239,Auto,60,21.4,1
53,Married,0.0,Master's,Employed,20.0,634151.0,348284.0,7641,407.0,0.145,68.4,10,2,25.7,0,0,48.9,1339073,Auto,48,34.6,1
52,Married,3.0,Bachelor's,Employed,21.0,403229.0,383617.0,977,518.0,0.029,39.6,8,3,13.8,0,0,52.7,217373,Debt Consolidation,60,26.1,1
40,Married,1.0,High School,Unemployed,11.0,100000.0,10476.0,1563,459.0,0.188,48.5,7,2,8.9,0,1,46.7,92757,Personal,36,36.4,1
44,Divorced,4.0,Bachelor's,Employed,,588273.0,434550.0,6486,451.0,0.132,38.0,8,2,12.6,0,0,48.7,1602397,Education,180,32.2,1
50,Married,1.0,Bachelor's,Self-Employed,20.0,501293.0,22124.0,7714,554.0,0.185,23.2,10,0,22.3,0,0,51.2,305300,Auto,48,24.1,1
49,Married,2.0,PhD,Self-Employed,28.0,821661.0,452767.0,4554,626.0,0.067,57.4,8,4,20.3,0,0,80.7,1705104,Personal,60,22.0,1
57,Married,3.0,Bachelor's,Employed,28.0,332514.0,275425.0,1798,599.0,0.065,66.3,10,0,15.0,0,0,59.7,976728,Personal,240,37.2,1
60,Divorced,0.0,Master's,Employed,29.0,478238.0,482563.0,10885,591.0,0.273,33.3,9,1,21.2,0,0,65.0,320486,Debt Consolidation,36,32.6,1
40,Married,2.0,Bachelor's,Employed,9.0,212046.0,78753.0,1602,517.0,0.091,57.5,10,3,11.8,0,0,57.3,530219,Home,48,25.6,1
54,Married,1.0,PhD,Self-Employed,23.0,939676.0,663329.0,24748,582.0,0.316,73.0,8,1,14.0,0,0,58.1,2193463,Auto,36,37.9,1
41,Married,3.0,Bachelor's,Employed,19.0,153664.0,20293.0,1885,467.0,0.147,58.8,6,0,11.3,0,0,53.1,388934,Business,12,26.8,1
40,Married,3.0,High School,Employed,11.0,143164.0,57750.0,3161,423.0,0.265,52.9,6,1,7.2,0,0,51.0,425244,Education,48,46.8,1
56,Married,3.0,Bachelor's,Employed,27.0,368369.0,70431.0,1200,592.0,0.039,39.1,9,4,15.8,0,0,74.0,907972,Debt Consolidation,120,19.9,1
50,Married,0.0,High School,Employed,31.0,302119.0,60042.0,8152,648.0,0.324,76.5,9,2,15.5,0,0,78.3,185197,Auto,180,31.9,1
49,Married,1.0,High School,Employed,21.0,334925.0,385671.0,7370,586.0,0.264,38.9,9,1,19.8,0,0,69.3,188410,Auto,48,26.7,1
45,Married,2.0,Bachelor's,Employed,15.0,165763.0,36970.0,2179,456.0,0.158,52.0,10,4,16.6,0,0,45.2,133328,Business,180,39.7,1
40,Married,1.0,Bachelor's,Unemployed,13.0,114937.0,98764.0,3015,536.0,0.315,14.4,6,1,16.8,0,0,55.2,272687,Debt Consolidation,36,27.0,1
56,Married,3.0,Bachelor's,Unemployed,28.0,183572.0,78957.0,5433,594.0,0.355,31.3,11,0,12.9,0,0,62.6,439484,Personal,240,32.3,1
60,Married,3.0,Bachelor's,Employed,26.0,561158.0,96311.0,14633,668.0,0.313,66.4,13,1,31.6,0,0,76.0,1537832,Home,48,32.8,1
45,Married,1.0,Bachelor's,Employed,19.0,361385.0,247026.0,3030,458.0,0.101,53.4,9,4,10.4,0,0,56.0,1036826,Debt Consolidation,24,20.9,1
43,Married,,Master's,Employed,16.0,560191.0,134458.0,4200,521.0,0.09,80.6,9,2,15.1,0,0,50.9,1382296,Home,36,26.7,1
48,Married,3.0,Master's,Self-Employed,20.0,293250.0,235755.0,1359,563.0,0.056,43.2,9,4,18.1,0,0,55.0,511235,Auto,12,27.5,1
50,Married,1.0,High School,Employed,20.0,174692.0,52052.0,2042,621.0,0.14,45.6,10,0,9.7,0,0,58.4,202575,Education,120,21.6,1
45,Divorced,2.0,Bachelor's,Employed,17.0,333957.0,58008.0,2388,600.0,0.086,46.0,12,0,14.5,0,0,70.8,787408,Personal,60,29.8,1
46,Married,2.0,Bachelor's,Employed,20.0,288811.0,104084.0,2397,527.0,0.1,76.3,6,3,20.6,1,0,37.4,437128,Business,48,41.1,1
46,Married,4.0,Bachelor's,Employed,18.0,359050.0,315255.0,7871,551.0,0.263,64.1,10,3,17.3,0,0,62.8,821271,Home,60,25.5,1
58,Married,2.0,Master's,Employed,19.0,754081.0,478092.0,10123,640.0,0.161,60.2,11,1,20.9,0,0,76.7,910528,Education,180,32.7,1
45,Married,1.0,High School,Employed,22.0,138912.0,17313.0,1303,500.0,0.113,15.4,10,1,12.2,0,0,63.3,291908,Education,12,27.3,1
40,Married,2.0,High School,Self-Employed,16.0,191828.0,102091.0,2414,542.0,0.151,20.3,9,3,8.7,0,0,69.4,312050,Auto,48,23.0,1
49,Married,3.0,Master's,Employed,21.0,390562.0,284586.0,3815,544.0,0.117,75.6,8,3,16.4,0,0,65.7,874802,Home,24,28.8,1
50,Married,1.0,Bachelor's,Unemployed,20.0,100000.0,78032.0,1921,534.0,0.231,58.5,10,0,24.6,0,0,47.9,95447,Business,36,39.2,1
40,Married,0.0,Bachelor's,Unemployed,10.0,164075.0,57513.0,1376,436.0,0.101,29.6,6,0,13.2,0,0,56.3,327353,Home,120,26.3,1
55,Married,3.0,High School,Self-Employed,26.0,316992.0,140997.0,528,495.0,0.02,28.5,8,2,17.6,0,0,58.9,277046,Home,36,27.4,1
57,Married,0.0,Bachelor's,Employed,28.0,291726.0,83159.0,4401,,0.181,46.3,12,1,23.2,0,0,46.8,756927,Debt Consolidation,36,33.4,1
44,Divorced,2.0,High School,Employed,12.0,150298.0,7254.0,1000,515.0,0.08,27.6,11,1,12.7,0,1,55.2,140352,Debt Consolidation,12,34.9,1
52,Divorced,2.0,High School,Employed,29.0,220878.0,122937.0,448,501.0,0.024,48.3,11,3,19.5,0,0,57.8,187074,Business,240,22.9,1
48,Married,0.0,Master's,Employed,14.0,275796.0,266821.0,2894,522.0,0.126,32.8,11,7,20.8,0,0,61.2,149775,Home,60,31.7,1
47,Married,4.0,High School,Employed,17.0,255158.0,103608.0,3711,496.0,0.175,54.4,6,0,9.7,0,0,49.9,156316,Home,120,31.5,1
58,Married,1.0,Master's,Employed,18.0,604082.0,386796.0,3219,589.0,0.064,81.7,12,2,31.3,0,1,60.3,1767455,Auto,48,39.6,1
56,Married,0.0,Master's,Unemployed,29.0,146852.0,93453.0,2461,541.0,0.201,46.5,13,4,29.1,0,0,55.0,141972,Business,60,23.6,1
48,Married,2.0,PhD,Employed,20.0,1247083.0,743338.0,6986,503.0,0.067,62.7,8,0,10.7,0,0,53.5,1497284,Debt Consolidation,120,22.8,1
47,Married,2.0,Bachelor's,Employed,25.0,455842.0,131745.0,5062,570.0,0.133,21.8,7,1,11.0,0,0,55.5,511455,Business,240,17.0,1
45,Married,3.0,High School,Unemployed,20.0,100000.0,26049.0,553,527.0,0.066,19.1,7,1,15.4,0,0,48.8,290714,Auto,36,16.0,1
48,Married,2.0,Master's,Employed,19.0,585239.0,397183.0,8291,551.0,0.17,9.6,7,1,14.2,0,0,44.4,1496764,Home,60,19.2,0
53,Married,1.0,Master's,Employed,25.0,252564.0,19598.0,4523,596.0,0.215,63.1,9,0,22.8,0,0,62.1,437957,Education,60,25.3,1
58,Married,3.0,Master's,Employed,21.0,460194.0,220903.0,5861,,0.153,7.3,10,1,21.5,0,0,68.8,983208,Home,24,12.5,1
43,Divorced,1.0,High School,Employed,19.0,174402.0,33724.0,2947,588.0,0.203,71.5,7,0,13.6,0,0,74.1,280483,Debt Consolidation,36,36.3,1
53,Married,1.0,Bachelor's,Employed,19.0,506032.0,149433.0,1276,620.0,0.03,12.1,10,1,13.4,0,0,71.0,659575,Debt Consolidation,36,11.2,1
50,Divorced,1.0,High School,Employed,31.0,410071.0,210599.0,6742,510.0,0.197,89.4,9,0,15.9,0,0,61.8,1167043,Debt Consolidation,24,29.8,0
47,Divorced,4.0,Bachelor's,Self-Employed,17.0,624004.0,95753.0,5242,514.0,0.101,34.1,9,2,20.7,1,1,36.1,1607057,Home,48,43.1,1
55,Married,2.0,Master's,Unemployed,23.0,265513.0,290226.0,763,578.0,0.034,31.2,11,1,17.4,0,0,63.6,700166,Auto,120,23.0,1
47,Married,0.0,Bachelor's,Employed,15.0,438553.0,99683.0,1918,636.0,0.052,44.9,9,3,17.8,0,0,62.8,940904,Business,60,24.1,1
46,Married,3.0,Bachelor's,Employed,23.0,312670.0,172343.0,5036,501.0,0.193,71.3,9,4,14.4,1,1,28.6,750934,Auto,48,48.2,1
41,Married,2.0,Master's,Employed,15.0,527491.0,325872.0,4477,491.0,0.102,61.9,5,3,7.8,0,0,62.6,499614,Home,36,42.6,1
43,Married,0.0,Bachelor's,Unemployed,15.0,122182.0,19313.0,376,616.0,0.037,31.6,9,0,13.7,0,0,70.6,241315,Business,24,26.7,1
48,Single,0.0,High School,Employed,20.0,100000.0,39497.0,2973,499.0,0.357,37.8,10,3,12.1,0,0,58.4,217734,Business,36,33.5,1
52,Married,2.0,Master's,Unemployed,26.0,225572.0,55803.0,3514,642.0,0.187,58.3,8,3,19.0,0,0,57.1,320513,Home,60,21.5,1
57,Single,2.0,Master's,Unemployed,24.0,353274.0,246171.0,2769,579.0,0.094,48.3,9,0,25.1,0,1,59.2,1029580,Home,240,35.2,1
56,Married,1.0,Bachelor's,Employed,30.0,263579.0,176413.0,439,596.0,0.02,57.1,7,4,11.8,0,0,66.2,710283,Auto,24,20.3,1
42,Married,1.0,Bachelor's,Employed,12.0,646858.0,500058.0,9490,541.0,0.176,25.1,4,2,14.4,0,1,62.5,1209977,Business,48,34.2,1
43,Married,1.0,Master's,Employed,22.0,1360385.0,395063.0,27684,585.0,0.244,24.4,5,4,16.7,0,0,62.2,764867,Business,60,22.6,1
48,Married,2.0,Bachelor's,Employed,19.0,179764.0,74370.0,2272,553.0,0.152,66.6,9,2,13.3,0,0,60.9,465890,Home,60,27.5,1
40,Married,3.0,Bachelor's,Employed,12.0,191074.0,62430.0,756,520.0,0.047,20.5,6,0,16.6,0,0,58.2,173900,Home,24,21.4,1
49,Married,0.0,Master's,Self-Employed,15.0,486208.0,93190.0,1211,480.0,0.03,43.4,9,0,19.9,0,0,49.0,735480,Debt Consolidation,12,23.1,1
47,Married,1.0,High School,Employed,24.0,460840.0,351601.0,2907,660.0,0.076,47.1,11,3,11.0,0,0,75.5,1159400,Home,48,16.3,1
48,Married,1.0,High School,Employed,18.0,272304.0,136493.0,4301,534.0,0.19,34.5,7,3,21.5,0,1,75.6,490920,Education,24,31.6,1
60,Married,2.0,Bachelor's,Self-Employed,28.0,465063.0,161429.0,7716,580.0,0.199,28.5,13,4,25.6,0,0,62.7,913120,Home,60,25.1,1
43,Married,3.0,Bachelor's,Employed,16.0,124163.0,3498.0,1129,512.0,0.109,82.1,8,2,7.6,0,0,64.6,74522,Home,240,34.7,1
55,Married,,Master's,Self-Employed,27.0,529011.0,427312.0,9017,694.0,0.205,46.5,10,2,22.1,0,0,81.0,952926,Auto,60,25.2,1
47,Divorced,1.0,Master's,Self-Employed,25.0,608365.0,583980.0,1680,657.0,0.033,19.5,7,4,18.2,1,0,49.3,413056,Education,60,17.9,1
58,Married,1.0,Bachelor's,Employed,31.0,371446.0,347601.0,7920,595.0,0.256,37.5,10,4,14.8,0,0,59.1,304126,Education,36,25.2,1
53,Married,0.0,Bachelor's,Self-Employed,20.0,324254.0,60790.0,1280,489.0,0.047,47.2,12,1,10.7,0,0,71.0,787066,Auto,48,30.5,1
50,Married,2.0,PhD,Unemployed,27.0,196497.0,92306.0,4882,579.0,0.298,38.3,8,1,14.1,0,0,68.6,227953,Debt Consolidation,24,26.5,1
46,Married,4.0,Bachelor's,Employed,17.0,206777.0,69350.0,2730,541.0,0.158,65.7,7,3,17.1,0,0,48.7,559198,Home,180,28.1,1
53,Married,0.0,PhD,Unemployed,14.0,300533.0,219154.0,3816,509.0,0.152,23.6,11,3,23.7,0,0,54.5,592117,Debt Consolidation,24,27.5,1
58,Single,1.0,High School,Employed,23.0,186213.0,215759.0,1730,655.0,0.111,16.0,12,1,21.2,0,0,66.8,344571,Home,48,16.5,1
49,Married,3.0,High School,Unemployed,20.0,100000.0,51720.0,1800,505.0,0.216,70.6,8,2,24.8,0,0,67.7,264019,Business,60,33.4,1
44,Married,2.0,Bachelor's,Self-Employed,18.0,540913.0,56078.0,5602,496.0,0.124,44.5,7,1,15.8,0,0,49.0,282241,Business,180,21.6,1
56,Divorced,3.0,Bachelor's,Employed,25.0,270313.0,133458.0,4219,561.0,0.187,72.9,12,5,21.1,0,0,58.7,463281,Education,12,29.9,1
44,Married,2.0,Bachelor's,Employed,19.0,162466.0,43383.0,3761,599.0,0.278,54.2,6,3,11.7,0,0,73.9,320068,Home,24,23.1,1
44,Married,2.0,Master's,Employed,17.0,793730.0,36244.0,8456,511.0,0.128,56.8,10,4,13.4,1,0,49.2,1449208,Auto,180,44.9,1
44,Married,3.0,Master's,Self-Employed,16.0,385106.0,18639.0,6118,501.0,0.191,24.4,10,2,9.9,1,0,35.3,655548,Debt Consolidation,180,39.7,1
55,Married,3.0,Master's,Employed,23.0,159308.0,54033.0,966,615.0,0.073,22.5,10,3,29.6,0,1,59.2,84669,Education,24,26.3,1
44,Married,1.0,Bachelor's,Unemployed,10.0,100000.0,118215.0,464,537.0,0.056,27.0,7,2,9.0,0,0,62.6,53820,Business,48,18.9,1
60,Married,2.0,High School,Employed,30.0,539564.0,789120.0,2322,622.0,0.052,53.4,10,3,19.2,0,0,50.9,1547350,Education,120,22.1,1
41,Married,4.0,Master's,Employed,15.0,183151.0,36937.0,897,429.0,0.059,14.5,8,3,10.9,0,0,50.7,323061,Debt Consolidation,12,21.5,1
51,Divorced,2.0,Master's,Employed,14.0,536079.0,501905.0,7658,617.0,,41.2,8,3,22.1,0,0,80.3,417752,Home,48,22.7,1
43,Married,2.0,Bachelor's,Employed,23.0,265147.0,162966.0,2397,566.0,0.108,17.1,6,3,16.8,0,0,58.9,529352,Debt Consolidation,60,16.6,1
60,Married,1.0,High School,Employed,28.0,414224.0,519044.0,6009,571.0,0.174,86.3,13,2,13.1,0,0,64.9,576634,Business,240,32.3,1
59,Married,3.0,Master's,Self-Employed,31.0,601400.0,449820.0,11883,689.0,0.237,30.3,10,1,17.5,0,0,70.4,858116,Debt Consolidation,36,22.7,1
53,Married,0.0,Bachelor's,Employed,21.0,188253.0,313662.0,3408,529.0,0.217,37.7,8,1,21.9,0,0,60.1,471155,Home,12,27.2,1
